Language,Repository,URL,Title,Labels,Assignee,Difficulty
Go,amazon-ecs-agent,https://github.com/aws/amazon-ecs-agent/issues/3331,Huge memory available diff reported by ECS agent,,
Go,amazon-ecs-agent,https://github.com/aws/amazon-ecs-agent/issues/3131,Containers/tasks started by ecs-agent sometimes have no network connectivity,more info needed,
Go,amazon-ecs-agent,https://github.com/aws/amazon-ecs-agent/issues/3241,Allow alternate credential profiles to be specified,"kind/tracking,scope/ECS Anywhere",
Go,amazon-ecs-agent,https://github.com/aws/amazon-ecs-agent/issues/3227,Cannot launch tasks on Ubuntu 22.04,"kind/tracking,scope/ECS Anywhere",
Go,amazon-ecs-agent,https://github.com/aws/amazon-ecs-agent/issues/3270,ECS agent unable to mount a fsx window volume that contains a quotation mark in password,os/windows,
Go,aws-lambda-go,https://github.com/aws/aws-lambda-go/issues/447,[Question] Is the cfn package compatible with `cfn test` ?,"enhancement,help wanted",
Go,aws-lambda-go,https://github.com/aws/aws-lambda-go/issues/458,There is no Condition field in the IAMPolicyStatement,,
Go,aws-lambda-go,https://github.com/aws/aws-lambda-go/issues/150,AppSync event looks like a map and not like AppSyncResolverTemplate,type/documentation,
Go,aws-lambda-go,https://github.com/aws/aws-lambda-go/issues/421,Mismatched CodePipeline CloudWatch fields,,
Go,aws-lambda-go,https://github.com/aws/aws-lambda-go/issues/270,NewHandler should return input if it is of type Handler,,
Go,karpenter,https://github.com/aws/karpenter/issues/2290,Adding Dynamic Taints to Nodes based on Tolerations,feature,jonathan-innis
Go,karpenter,https://github.com/aws/karpenter/issues/2308,Consolidate on a schedule,feature,
Go,karpenter,https://github.com/aws/karpenter/issues/2321,Support for burstable performance instances selector,feature,
Go,karpenter,https://github.com/aws/karpenter/issues/2323,Docs: Upgrade Guide,"bug,documentation",
Go,karpenter,https://github.com/aws/karpenter/issues/1327,v1alpha6 Laundry List,"feature,roadmap",
Go,karpenter,https://github.com/aws/karpenter/issues/2178,How to set node scaling policy,lifecycle/stale,
Go,karpenter,https://github.com/aws/karpenter/issues/1995,Allow allocating storage capacity based on instance type ,feature,
Go,karpenter,https://github.com/aws/karpenter/issues/2298,"Get ""Failed to provision new node, incompatible with provisioner"" when adding ephemeral storage resource request to pod",question,
Go,karpenter,https://github.com/aws/karpenter/issues/2273,Karpenter is not aware of the CNI pod limit per node,feature,
Go,karpenter,https://github.com/aws/karpenter/issues/2250,Karpenter takes time to provision a node,question,
Go,karpenter,https://github.com/aws/karpenter/issues/2140,Security groups,"lifecycle/stale,terraform",
Go,karpenter,https://github.com/aws/karpenter/issues/2162,[Bug]: false value cant be quoted,"lifecycle/stale,terraform",
Go,karpenter,https://github.com/aws/karpenter/issues/2163,hostNetwork true,"lifecycle/stale,terraform",
Go,karpenter,https://github.com/aws/karpenter/issues/2193,Add toleration to helm chart with terraform,"help-wanted,good-first-issue",
Go,karpenter,https://github.com/aws/karpenter/issues/1279,Add allowed-unsafe-sysctls kubelet flag,feature,felix-zhe-huang
Go,karpenter,https://github.com/aws/karpenter/issues/2259,Savings plan support,feature,
Go,karpenter,https://github.com/aws/karpenter/issues/2252,Karpenter provisioned nodes do not always terminate,question,
Go,karpenter,https://github.com/aws/karpenter/issues/331,Capacity Type Distribution,"feature,kep",
Python,aws-elastic-beanstalk-cli,https://github.com/aws/aws-elastic-beanstalk-cli/issues/9,Warnings on CLI with Python 3.8.1,,halcarleton
Python,aws-elastic-beanstalk-cli,https://github.com/aws/aws-elastic-beanstalk-cli/issues/176,Python 3.8 deployment: Invalid requirement: 'scikit_learn~1.0.1',,
Python,aws-elastic-beanstalk-cli,https://github.com/aws/aws-elastic-beanstalk-cli/issues/114,.ebignore doesn't strictly follow .gitignore syntax,,
Python,aws-elastic-beanstalk-cli,https://github.com/aws/aws-elastic-beanstalk-cli/issues/58,`eb local run` supports docker-compose.yml?,enhancement,
Python,aws-elastic-beanstalk-cli,https://github.com/aws/aws-elastic-beanstalk-cli/issues/154,Creating environment from saved config fails with `'PlatformBranch' object has no attribute 'has_healthd_support'`,,
Python,aws-elastic-beanstalk-cli,https://github.com/aws/aws-elastic-beanstalk-cli/issues/144,Ssh command fails when ssh agent try many identity files,,
Shell,amazon-ecs-ami,https://github.com/aws/amazon-ecs-ami/issues/62,Use gp3 volume for ECS optimized AMIs,"enhancement,contributions welcome",
TypeScript,aws-iot-device-sdk-js-v2,https://github.com/aws/aws-iot-device-sdk-js-v2/issues/276,Problem Compiling node-gyp in ARM7,"bug,closing-soon,response-requested",
TypeScript,aws-iot-device-sdk-js-v2,https://github.com/aws/aws-iot-device-sdk-js-v2/issues/223,Support using with ESM in browser,feature-request,
TypeScript,aws-iot-device-sdk-js-v2,https://github.com/aws/aws-iot-device-sdk-js-v2/issues/128,Greengrass V2 interprocess communication (IPC),feature-request,
TypeScript,aws-iot-device-sdk-js-v2,https://github.com/aws/aws-iot-device-sdk-js-v2/issues/164,Greengrass discovery sample doesn't print DiscoveryError information,bug,jmklix
TypeScript,aws-iot-device-sdk-js-v2,https://github.com/aws/aws-iot-device-sdk-js-v2/issues/187,[OS X] can't connect: error importing private key with OSStatus -25257 / failed to import certificate and private key with error 1038,"bug,needs-review",
Go,eks-anywhere,https://github.com/aws/eks-anywhere/issues/3114,trunked port support in Tinkerbell,,jacobweinstock
Go,eks-anywhere,https://github.com/aws/eks-anywhere/issues/2809,Avoid building the snow aws client map for all snow machine configs,,jiayiwang7
Go,eks-anywhere,https://github.com/aws/eks-anywhere/issues/2908,Enable Volume Expansion for vSphere CSI,external,
Go,eks-anywhere,https://github.com/aws/eks-anywhere/issues/3093,unable to upgrade cluster: creating new cluster on existing cluster is not supported for self managed clusters,,
Go,eks-anywhere,https://github.com/aws/eks-anywhere/issues/3091,Flux fails to upgrade if flux-system kustomization is suspended,,
Go,eks-anywhere,https://github.com/aws/eks-anywhere/issues/3102,Chart.yaml of eks-anywhere-packages helm chart has a wrong version,,
Go,eks-anywhere,https://github.com/aws/eks-anywhere/issues/393,Customize cillium cni configuration,"kind/enhancement,team/cli,area/cli",
Go,eks-anywhere,https://github.com/aws/eks-anywhere/issues/2906,"Boot hang after ""random: crng init done"" at worker node(ProLiant XL675d Gen10 Plus w/AMD EPYC 7543)","question,external",
Go,eks-anywhere,https://github.com/aws/eks-anywhere/issues/2747,Manually updating state for `in_use` Tinkerbell Hardware objects cause cluster to go down,"kind/bug,provider/tinkerbell",pokearu
Go,eks-anywhere,https://github.com/aws/eks-anywhere/issues/3071,Consolidate EKSA_VSPHERE_* Env Var Validation,"kind/cleanup,team/cli,area/providers/vsphere",
Go,eks-anywhere,https://github.com/aws/eks-anywhere/issues/2929,EKS-A Controller using outdated spec builder,"kind/enhancement,team/providers,area/controller",
Go,eks-anywhere,https://github.com/aws/eks-anywhere/issues/3064,Support multi-version doc site,,
Go,eks-anywhere,https://github.com/aws/eks-anywhere/issues/2918,Remove Packages Prod Account from codebase,"kind/enhancement,team/packages",
HTML,aws-appsync-community,https://github.com/aws/aws-appsync-community/issues/208,Global latency with AWS CloudFront and AWS AppSync,,
HTML,aws-appsync-community,https://github.com/aws/aws-appsync-community/issues/147,RFC: JavaScript Resolvers in AWS AppSync,rfc,
HTML,aws-appsync-community,https://github.com/aws/aws-appsync-community/issues/18,Feature request: $util functions to generate signed S3 URL's,enhancement,
HTML,aws-appsync-community,https://github.com/aws/aws-appsync-community/issues/26,Custom scalar types,enhancement,
HTML,aws-appsync-community,https://github.com/aws/aws-appsync-community/issues/240,error in query with multiple resolvers at root nulls out all data,,
